Machine,Type Of Failure,Defect Code,Microstop Description,Type,Declaration Start Time,Call Maintenance Time,Intervention Start Time,Declaration End Time,Down Time,Delay Time,Operator ID,Maintenance ID,Comment,Serial Device,Down Time (min),Delay Time (min),Reaction Time (min),Waiting Time (min),Intervention Time (min),Total Maintenance Time (min),Hour,Shift,Comment_Clean
KOMAX_54,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-24 10:17:01,2025-04-24 10:17:02,2025-04-24 10:19:08,2025-04-24 10:35:04.180,00:18:02,00:02:06,24896,6295,reglage pas d avancement -centrage cnx -sur l enclume -essai,F13797,18.03,2.1,0.02,2.1,15.94,18.04,10.0,Matin,REGLAGE PAS D AVANCEMENT CENTRAGE CNX SUR L ENCLUME ESSAI
KOMAX_19,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-24 10:38:49,2025-04-24 10:42:08,2025-04-24 10:46:45,2025-04-24 10:46:51.873,00:04:43,00:04:37,82917,831,AUCUN COMMENTAIRE,INCONNU,4.72,4.62,3.32,4.62,0.11,4.73,10.0,Matin,AUCUN COMMENTAIRE
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-25 02:35:11,2025-04-25 02:35:19,2025-04-25 02:52:59,2025-04-25 02:56:41.407,00:21:22,00:17:40,27317,5833,reg bellmouth + ajust cliquet,ls55732,21.37,17.67,0.13,17.67,3.71,21.37,2.0,Nuit,REGLAGE BELLMOUTH TÉMOIN + AJUSTEMENT CLIQUET
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-25 02:46:22,2025-04-25 02:46:25,2025-04-25 02:58:44,2025-04-25 03:06:49.807,00:20:24,00:12:19,28770,5833,changement matrisse.,LS82969,20.4,12.32,0.05,12.32,8.1,20.41,2.0,Nuit,CHANGEMENT MATRISSE
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 01:09:49,2025-04-26 01:17:40,2025-04-26 01:17:43,2025-04-26 01:17:58.793,00:00:18,00:00:03,21581,5683,reg virtesse de separateur,INCONNU,0.3,0.05,7.85,0.05,0.26,0.31,1.0,Nuit,REGLAGE VIRTESSE DE SEPARATEUR
KOMAX_10,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 03:02:45,2025-04-26 03:02:50,2025-04-26 03:07:20,2025-04-26 03:12:55.650,00:10:05,00:04:30,94907,3377,reg modulation,54200,10.08,4.5,0.08,4.5,5.59,10.09,3.0,Nuit,REGLAGE MODULATION
KOMAX_58,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 12:18:32,2025-04-26 12:18:35,2025-04-26 12:22:48,2025-04-26 12:27:04.707,00:08:29,00:04:13,28862,4980,reg avancement,LS92010,8.48,4.22,0.05,4.22,4.28,8.5,12.0,Matin,REGLAGE AVANCEMENT
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-25 13:54:43,2025-04-27 18:09:50,2025-04-27 18:09:53,2025-04-27 18:10:35.330,00:00:45,00:00:03,4980,4980,demarrage,53906,0.75,0.05,3135.12,0.05,0.71,0.76,13.0,Matin,DEMARRAGE
KOMAX_12,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 13:12:39,2025-04-27 18:11:38,2025-04-27 18:11:42,2025-04-27 18:13:30.853,00:01:52,00:00:04,4980,4980,demarrage,83823,1.87,0.07,1738.98,0.07,1.81,1.88,13.0,Matin,DEMARRAGE
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 12:50:45,2025-04-27 18:14:09,2025-04-27 18:14:12,2025-04-27 18:15:34.267,00:01:25,00:00:03,25346,4980,demarrage,54220,1.42,0.05,1763.4,0.05,1.37,1.42,12.0,Matin,DEMARRAGE
KOMAX_10,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 12:58:51,2025-04-27 18:21:26,2025-04-27 18:21:29,2025-04-27 18:22:15.273,00:00:49,00:00:03,4980,4980,demarrage,54200,0.82,0.05,1762.58,0.05,0.77,0.82,12.0,Matin,DEMARRAGE
KOMAX_8,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 19:51:06,2025-04-27 18:24:50,2025-04-27 18:24:52,2025-04-27 18:26:10.317,00:01:20,00:00:02,92383,4980,demarrage,53639,1.33,0.03,1353.73,0.03,1.31,1.34,19.0,Après-midi,DEMARRAGE
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 19:45:19,2025-04-27 18:27:07,2025-04-27 18:27:09,2025-04-27 18:27:52.583,00:00:45,00:00:02,28771,4980,demarrage,53824,0.75,0.03,1361.8,0.03,0.73,0.76,19.0,Après-midi,DEMARRAGE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 19:42:55,2025-04-27 18:30:13,2025-04-27 18:30:16,2025-04-27 18:30:58.980,00:00:45,00:00:03,4980,4980,remarrage,53184,0.75,0.05,1367.3,0.05,0.72,0.77,19.0,Après-midi,REMARRAGE
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 19:48:13,2025-04-27 18:36:57,2025-04-27 18:37:03,2025-04-27 18:39:12.937,00:02:15,00:00:06,20801,4980,demarrage,0000,2.25,0.1,1368.73,0.1,2.17,2.27,19.0,Après-midi,DEMARRAGE
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-26 20:49:55,2025-04-27 19:23:05,2025-04-27 19:23:08,2025-04-27 19:23:38.550,00:00:33,00:00:03,4980,4980,demarrage,53408,0.55,0.05,1353.17,0.05,0.51,0.56,20.0,Après-midi,DEMARRAGE
KOMAX_53,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-27 23:35:11,2025-04-27 23:35:16,2025-04-27 23:35:51,2025-04-27 23:36:45.200,00:01:29,00:00:35,21499,831,AUCUN COMMENTAIRE,INCONNU,1.48,0.58,0.08,0.58,0.9,1.49,23.0,Nuit,AUCUN COMMENTAIRE
KOMAX_10,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-04-28 08:58:41,2025-04-28 08:58:48,2025-04-28 09:09:25,2025-04-28 09:09:38.850,00:10:50,00:10:37,91668,3377,reset 24v,INCONNU,10.83,10.62,0.12,10.62,0.23,10.85,8.0,Matin,RESET 24V
KOMAX_33,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-28 10:03:02,2025-04-28 10:03:05,2025-04-28 10:04:48,2025-04-28 10:10:29.840,00:07:24,00:01:43,22177,238,centrage cx sur l enclume,LS56303,7.4,1.72,0.05,1.72,5.7,7.41,10.0,Matin,CENTRAGE CONNEXION SUR L ENCLUME
KOMAX_39,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-28 11:37:33,2025-04-28 11:37:48,2025-04-28 11:40:19,2025-04-28 11:51:13.540,00:13:25,00:02:31,18789,1613,centrage cx sur lnclime+essai,LS107659,13.42,2.52,0.25,2.52,10.91,13.43,11.0,Matin,CENTRAGE CONNEXION SUR LNCLIME+ESSAI
KOMAX_8,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-28 15:45:44,2025-04-28 15:45:48,2025-04-28 15:55:22,2025-04-28 16:03:32.110,00:17:44,00:09:34,25065,5683,AUCUN COMMENTAIRE,53639,17.73,9.57,0.07,9.57,8.17,17.74,15.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-28 20:53:35,2025-04-28 20:53:38,2025-04-28 20:57:05,2025-04-28 21:03:22.983,00:09:44,00:03:27,91658,6032,montage bute,ls33886,9.73,3.45,0.05,3.45,6.3,9.75,20.0,Après-midi,MONTAGE BUTE
KOMAX_62,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-28 23:54:25,2025-04-28 23:54:29,2025-04-28 23:59:38,2025-04-29 00:09:19.623,00:14:50,00:05:09,28762,974,fixation lever d'appariel,na,14.83,5.15,0.07,5.15,9.69,14.84,23.0,Nuit,FIXATION LEVER D APPARIEL
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-29 00:38:29,2025-04-29 00:38:43,2025-04-29 00:48:54,2025-04-29 00:51:05.603,00:12:22,00:10:11,91713,976,rester la carte pcc ,INCONNU,12.37,10.18,0.23,10.18,2.19,12.38,0.0,Nuit,RESTER LA CARTE PCC
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-29 09:06:51,2025-04-29 09:07:02,2025-04-29 09:11:25,2025-04-29 09:25:51.600,00:18:49,00:04:23,91717,3377,reglage pression entrinment cable,INCONNU,18.82,4.38,0.18,4.38,14.44,18.83,9.0,Matin,REGLAGE PRESSION ENTRINMENT CABLE
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-29 13:02:04,2025-04-29 13:02:14,2025-04-29 13:06:56,2025-04-29 13:07:13.213,00:04:59,00:04:42,97902,830,reset,INCONNU,4.98,4.7,0.17,4.7,0.29,4.99,13.0,Matin,RESET
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-30 03:45:21,2025-04-30 03:45:25,2025-04-30 03:48:55,2025-04-30 03:53:35.773,00:08:10,00:03:30,27312,831,reg parametre,INCONNU,8.17,3.5,0.07,3.5,4.68,8.18,3.0,Nuit,REGLAGE PARAMETRE
KOMAX_4,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-30 04:20:36,2025-04-30 04:34:56,2025-04-30 04:35:23,2025-04-30 04:42:33.290,00:07:37,00:00:27,25287,6295,ajustement trajet de cnx -reglage bell mouth -centrage cliquet -essai,LS60473,7.62,0.45,14.33,0.45,7.17,7.62,4.0,Nuit,AJUSTEMENT TRAJET DE CNX REGLAGE BELLMOUTH TÉMOIN MOUTH CENTRAGE CLIQUET ESSAI
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-04-30 07:04:02,2025-04-30 07:04:09,2025-04-30 07:12:57,2025-04-30 07:13:07.543,00:08:58,00:08:48,99786,3346,reset,INCONNU,8.97,8.8,0.12,8.8,0.18,8.98,7.0,Matin,RESET
KOMAX_49,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-01 22:52:17,2025-05-01 22:52:22,2025-05-01 22:53:41,2025-05-01 22:55:50.920,00:03:28,00:01:19,24900,831,RAS,INCONNU,3.47,1.32,0.08,1.32,2.17,3.48,22.0,Nuit,RIEN A SIGNALER
KOMAX_54,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-02 01:26:49,2025-05-02 01:27:22,2025-05-02 01:38:28,2025-05-02 01:40:07.420,00:12:45,00:11:06,82915,974,raccordement cable communication,na,12.75,11.1,0.55,11.1,1.66,12.76,1.0,Nuit,RACCORDEMENT CABLE COMMUNICATION
KOMAX_32,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-02 07:23:26,2025-05-02 07:25:25,2025-05-02 07:32:47,2025-05-02 07:33:34.003,00:08:09,00:07:22,21944,1613,R.A.S,na,8.15,7.37,1.98,7.37,0.78,8.15,7.0,Matin,RIEN A SIGNALER
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-03 00:01:03,2025-05-03 00:01:10,2025-05-03 00:05:11,2025-05-03 00:06:47.713,00:05:37,00:04:01,14538,974,raccotrdement cable communication,na,5.62,4.02,0.12,4.02,1.61,5.63,0.0,Nuit,RACCOTRDEMENT CABLE COMMUNICATION
KOMAX_38,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-03 14:25:37,2025-05-03 14:25:45,2025-05-03 14:28:15,2025-05-03 14:35:17.333,00:09:32,00:02:30,92473,3377,nettoyage la tete,AX080000376,9.53,2.5,0.13,2.5,7.04,9.54,14.0,Après-midi,NETTOYAGE LA TETE
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-05 18:53:22,2025-05-05 18:53:27,2025-05-05 18:55:40,2025-05-05 18:58:38.947,00:05:11,00:02:13,21099,831,RAS,INCONNU,5.18,2.22,0.08,2.22,2.98,5.2,18.0,Après-midi,RIEN A SIGNALER
KOMAX_23,APPAREILS QUALITE,Q08,P-SPM,Maintenance,2025-05-06 00:30:42,2025-05-06 00:30:47,2025-05-06 00:36:26,2025-05-06 00:41:37.183,00:10:50,00:05:39,24899,830,desactivation spm,S3327,10.83,5.65,0.08,5.65,5.19,10.84,0.0,Nuit,DESACTIVATION SPM
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 09:22:36,2025-05-06 09:22:40,2025-05-06 09:27:31,2025-05-06 09:29:02.810,00:06:22,00:04:51,21369,6032,rg position,ls130325,6.37,4.85,0.07,4.85,1.53,6.38,9.0,Matin,REGLAGE POSITION
KOMAX_27,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 11:05:12,2025-05-06 11:05:46,2025-05-06 11:20:04,2025-05-06 11:22:47.097,00:17:01,00:14:18,95194,6032,rg bellm+clq,ls35757,17.02,14.3,0.57,14.3,2.72,17.02,11.0,Matin,REGLAGE BELLMOUTH TÉMOIN+CLIQUET
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 14:54:12,2025-05-06 14:54:15,2025-05-06 14:56:22,2025-05-06 15:02:54.073,00:08:39,00:02:07,94662,238,reg bellmouth+trajectoire + essai,LS56532,8.65,2.12,0.05,2.12,6.53,8.65,14.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN+TRAJECTOIRE + ESSAI
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 17:33:54,2025-05-06 17:38:37,2025-05-06 17:41:48,2025-05-06 17:44:15.397,00:05:38,00:03:11,94662,238,reg bellmouth+essai,LS91150,5.63,3.18,4.72,3.18,2.46,5.64,17.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN+ESSAI
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 19:06:47,2025-05-06 19:06:50,2025-05-06 19:13:22,2025-05-06 19:17:57.470,00:11:07,00:06:32,22103,831,reg vitesse machine,INCONNU,11.12,6.53,0.05,6.53,4.59,11.12,19.0,Après-midi,REGLAGE VITESSE MACHINE
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-06 19:09:52,2025-05-06 19:11:53,2025-05-06 19:19:46,2025-05-06 19:21:06.110,00:09:13,00:07:53,21099,831,RAS,INCONNU,9.22,7.88,2.02,7.88,1.34,9.22,19.0,Après-midi,RIEN A SIGNALER
KOMAX_25,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-06 20:04:35,2025-05-06 20:04:39,2025-05-06 20:08:09,2025-05-06 20:16:32.943,00:11:53,00:03:30,28862,831,red pc,INCONNU,11.88,3.5,0.07,3.5,8.4,11.9,20.0,Après-midi,REDEMARRAGE PC
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 14:31:58,2025-05-07 14:32:03,2025-05-07 14:34:25,2025-05-07 14:40:28.753,00:08:25,00:02:22,21942,4980,reg avancement,LS56493,8.42,2.37,0.08,2.37,6.06,8.43,14.0,Après-midi,REGLAGE AVANCEMENT
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 14:36:53,2025-05-07 14:38:17,2025-05-07 14:48:26,2025-05-07 14:51:56.410,00:13:39,00:10:09,91713,976,centrage + rg pression ,23297,13.65,10.15,1.4,10.15,3.51,13.66,14.0,Après-midi,CENTRAGE + REGLAGE PRESSION
KOMAX_51,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 15:45:06,2025-05-07 15:45:12,2025-05-07 15:48:08,2025-05-07 15:49:57.403,00:04:45,00:02:56,28774,3377,reset 24v,Q1210,4.75,2.93,0.1,2.93,1.82,4.76,15.0,Après-midi,RESET 24V
KOMAX_51,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 18:54:51,2025-05-07 18:56:18,2025-05-07 19:01:42,2025-05-07 19:08:28.490,00:12:10,00:05:24,28774,238,reglage bellmouth+essai,LS86202,12.17,5.4,1.45,5.4,6.77,12.17,18.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN+ESSAI
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 19:51:04,2025-05-07 19:51:10,2025-05-07 19:54:08,2025-05-07 20:06:49.840,00:15:39,00:02:58,94662,238,reg bellmouth+essai,LS90535,15.65,2.97,0.1,2.97,12.7,15.66,19.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN+ESSAI
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-07 20:44:24,2025-05-07 20:44:29,2025-05-07 20:48:01,2025-05-07 20:49:07.637,00:04:38,00:03:32,93129,976,rg pression ,15818,4.63,3.53,0.08,3.53,1.11,4.64,20.0,Après-midi,REGLAGE PRESSION
KOMAX_40,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-08 06:29:16,2025-05-08 06:29:21,2025-05-08 06:30:51,2025-05-08 06:32:51.967,00:03:30,00:01:30,18549,831,chgt port,INCONNU,3.5,1.5,0.08,1.5,2.02,3.52,6.0,Matin,CHANGEMENT PORT
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-08 10:14:20,2025-05-08 10:14:25,2025-05-08 10:18:18,2025-05-08 10:18:51.207,00:04:26,00:03:53,27220,831,RAS,INCONNU,4.43,3.88,0.08,3.88,0.55,4.44,10.0,Matin,RIEN A SIGNALER
KOMAX_60,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-08 12:01:27,2025-05-08 12:01:35,2025-05-08 12:02:32,2025-05-08 12:03:42.080,00:02:07,00:00:57,93121,831,AUCUN COMMENTAIRE,INCONNU,2.12,0.95,0.13,0.95,1.17,2.12,12.0,Matin,AUCUN COMMENTAIRE
KOMAX_20,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-08 16:17:11,2025-05-08 16:17:17,2025-05-08 16:18:52,2025-05-08 16:20:12.417,00:02:55,00:01:35,22048,974,raccordement cable communication,na,2.92,1.58,0.1,1.58,1.34,2.92,16.0,Après-midi,RACCORDEMENT CABLE COMMUNICATION
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 03:23:35,2025-05-09 03:23:37,2025-05-09 03:28:47,2025-05-09 03:31:37.797,00:08:00,00:05:10,20801,1613,reglage bell mouth et lava 1320,ls98341,8.0,5.17,0.03,5.17,2.85,8.01,3.0,Nuit,REGLAGE BELLMOUTH TÉMOIN MOUTH ET AVANCEMENT 1320
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 08:05:06,2025-05-09 08:05:19,2025-05-09 08:18:31,2025-05-09 08:20:08.170,00:14:49,00:13:12,25065,404,RAS,INCONNU,14.82,13.2,0.22,13.2,1.62,14.82,8.0,Matin,RIEN A SIGNALER
KOMAX_58,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 12:39:44,2025-05-09 13:55:09,2025-05-09 13:55:18,2025-05-09 13:55:26.563,00:00:17,00:00:09,0000,4376,AUCUN COMMENTAIRE,INCONNU,0.28,0.15,75.42,0.15,0.14,0.29,12.0,Matin,AUCUN COMMENTAIRE
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 15:01:58,2025-05-09 15:02:05,2025-05-09 15:07:37,2025-05-09 15:08:18.553,00:06:13,00:05:32,21099,831,RAZ,INCONNU,6.22,5.53,0.12,5.53,0.69,6.23,15.0,Après-midi,RAZ
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 15:55:05,2025-05-09 15:55:21,2025-05-09 15:58:18,2025-05-09 15:58:25.860,00:03:04,00:02:57,90710,238,RAS,55318,3.07,2.95,0.27,2.95,0.13,3.08,15.0,Après-midi,RIEN A SIGNALER
KOMAX_40,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-09 18:42:49,2025-05-09 18:42:57,2025-05-09 18:46:25,2025-05-09 18:58:35.770,00:15:38,00:03:28,21942,831,red pc + reconfigurer de micrometre,INCONNU,15.63,3.47,0.13,3.47,12.18,15.65,18.0,Après-midi,REDEMARRAGE PC + RECONFIGURER DE MICROMETRE
KOMAX_40,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-09 20:45:15,2025-05-09 20:45:29,2025-05-09 20:51:00,2025-05-09 21:11:41.307,00:26:12,00:05:31,21942,831,chgt cable communication,INCONNU,26.2,5.52,0.23,5.52,20.69,26.21,20.0,Après-midi,CHANGEMENT CABLE COMMUNICATION
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 20:45:43,2025-05-09 20:45:46,2025-05-09 20:49:28,2025-05-09 20:58:05.460,00:12:19,00:03:42,22105,4980,chg vis de cliauet+reg avancement,LS72942,12.32,3.7,0.05,3.7,8.62,12.32,20.0,Après-midi,CHANGEMENT VIS DE CLIAUET+REGLAGE AVANCEMENT
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-09 23:50:14,2025-05-09 23:50:17,2025-05-09 23:54:13,2025-05-09 23:57:35.330,00:07:18,00:03:56,91327,830,reset,INCONNU,7.3,3.93,0.05,3.93,3.37,7.31,23.0,Nuit,RESET
KOMAX_36,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-10 10:40:50,2025-05-10 10:40:59,2025-05-10 10:47:51,2025-05-10 11:00:56.857,00:19:57,00:06:52,27164,3377,reg air + fexation levie de serage et port du reglage air + flixible de degage joint,24776,19.95,6.87,0.15,6.87,13.1,19.96,10.0,Matin,REGLAGE AIR + FEXATION LEVIE DE SERAGE ET PORT DU REGLAGE AIR + FLIXIBLE DE DEGAGE JOINT
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 05:19:29,2025-05-12 05:19:34,2025-05-12 05:21:32,2025-05-12 05:24:52.997,00:05:18,00:01:58,28770,3377,reset 24v,Q1210,5.3,1.97,0.08,1.97,3.35,5.32,5.0,Nuit,RESET 24V
KOMAX_15,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 06:38:07,2025-05-12 06:38:30,2025-05-12 06:44:08,2025-05-12 06:50:01.423,00:11:31,00:05:38,95184,974,ajustement tige ,na,11.52,5.63,0.38,5.63,5.89,11.52,6.0,Matin,AJUSTEMENT TIGE
KOMAX_54,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 07:41:05,2025-05-12 07:41:13,2025-05-12 07:45:20,2025-05-12 07:58:26.783,00:17:13,00:04:07,24900,831,PB communication,INCONNU,17.22,4.12,0.13,4.12,13.11,17.23,7.0,Matin,PROBLEME COMMUNICATION
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 10:42:31,2025-05-12 10:51:16,2025-05-12 10:54:28,2025-05-12 11:01:58.527,00:10:42,00:03:12,90710,4980,reg bellmouth+avancement,LS127417,10.7,3.2,8.75,3.2,7.51,10.71,10.0,Matin,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_19,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 12:08:14,2025-05-12 12:08:20,2025-05-12 12:10:47,2025-05-12 12:11:12.497,00:02:52,00:02:27,82917,4376,RESET,t2185,2.87,2.45,0.1,2.45,0.42,2.87,12.0,Matin,RESET
KOMAX_16,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 14:22:41,2025-05-12 14:23:37,2025-05-12 14:32:25,2025-05-12 14:33:05.590,00:09:28,00:08:48,97901,830,machioire bloquer,INCONNU,9.47,8.8,0.93,8.8,0.68,9.48,14.0,Après-midi,MACHIOIRE BLOQUER
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 16:02:44,2025-05-12 16:04:04,2025-05-12 16:05:11,2025-05-12 16:26:22.920,00:22:18,00:01:07,91589,6222,reset,na,22.3,1.12,1.33,1.12,21.2,22.32,16.0,Après-midi,RESET
KOMAX_24,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-12 23:08:54,2025-05-12 23:09:09,2025-05-12 23:11:04,2025-05-12 23:14:43.627,00:05:34,00:01:55,18797,3377,fixation capteur B11,51105,5.57,1.92,0.25,1.92,3.66,5.58,23.0,Nuit,FIXATION CAPTEUR B11
KOMAX_25,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-05-12 23:30:04,2025-05-12 23:30:13,2025-05-12 23:37:08,2025-05-12 23:39:09.907,00:08:56,00:06:55,28770,5683,RACCORDEMENT DE CABLE,Q1210,8.93,6.92,0.15,6.92,2.03,8.95,23.0,Nuit,RACCORDEMENT DE CABLE
KOMAX_37,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-13 09:31:34,2025-05-13 09:31:38,2025-05-13 09:33:38,2025-05-13 09:36:33.590,00:04:55,00:02:00,20418,4980,reg avancement,LS84017,4.92,2.0,0.07,2.0,2.93,4.93,9.0,Matin,REGLAGE AVANCEMENT
KOMAX_51,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-13 16:26:40,2025-05-13 16:26:44,2025-05-13 16:38:05,2025-05-13 16:42:25.763,00:15:41,00:11:21,28860,1613,"reglage position 
",LS88334,15.68,11.35,0.07,11.35,4.35,15.7,16.0,Après-midi,REGLAGE POSITION
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-13 18:29:46,2025-05-13 18:29:49,2025-05-13 18:34:32,2025-05-13 18:42:05.343,00:12:16,00:04:43,91327,974,raccordement cable communication,na,12.27,4.72,0.05,4.72,7.56,12.27,18.0,Après-midi,RACCORDEMENT CABLE COMMUNICATION
KOMAX_37,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-05-14 03:14:11,2025-05-14 03:14:54,2025-05-14 03:20:07,2025-05-14 03:26:03.557,00:11:09,00:05:13,95159,3377,reglag rebon noire,citizn,11.15,5.22,0.72,5.22,5.94,11.16,3.0,Nuit,REGLAG REBON NOIRE
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-14 03:54:47,2025-05-14 03:54:59,2025-05-14 03:59:08,2025-05-14 04:02:08.847,00:07:09,00:04:09,18549,6032,rg cliquet,ls52804,7.15,4.15,0.2,4.15,3.01,7.16,3.0,Nuit,REGLAGE CLIQUET
KOMAX_33,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-05-14 16:13:46,2025-05-14 16:13:58,2025-05-14 16:17:23,2025-05-14 16:21:08.387,00:07:10,00:03:25,22177,1613,relae lava ,ls108726,7.17,3.42,0.2,3.42,3.76,7.17,16.0,Après-midi,RELAE AVANCEMENT
KOMAX_18,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-05-14 16:25:21,2025-05-14 16:32:22,2025-05-14 16:32:54,2025-05-14 16:45:05.957,00:12:43,00:00:32,28768,6222,reset,na,12.72,0.53,7.02,0.53,12.2,12.73,16.0,Après-midi,RESET
